word,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42
rne,2.000000,4.000000,9.000000,27.000000,78.333333,246.333333,778.000000,2457.666667,7799.333333,24740.333333,78505.000000,249159.333333,790760.666667,2509740.333333,7965540.666667,25281439.333333,80239733.333333,254669659.666667,808285930.333333,2565387036.333333,8142181412.333333,25842151164.000000,82019393561.666672,260318147858.666656,826213597549.666626,2622287053877.666504,8322774418656.000000,26415328531466.000000,83838579101252.328125,266091990393305.343750,844538971330466.000000,2680449242545632.500000,8507373118086313.000000,27001219132071424.000000,85698114388364368.000000,271993896786633504.000000,863270801431130496.000000,2739901466201496064.000000,8696066207785521152.000000,27600104756697108480.000000,87598894072201609216.000000,278026707156277657600.000000,882418102544198795264.000000
arp,2.000000,5.000000,12.333333,38.333333,115.666667,363.333333,1150.333333,3638.666667,11543.666667,36625.000000,116218.666667,368850.000000,1170639.000000,3715402.000000,11792130.666667,37426485.333333,118786377.000000,377011319.666667,1196581283.000000,3797782397.666667,12053632825.333334,38256553807.666664,121420980874.000000,385373306089.000000,1223121277608.333252,3882016830927.333496,12320981536211.333984,39105081879632.335938,124114091427138.671875,393920865283433.312500,1250250042702433.250000,3968119759678266.000000,12594260259437850.000000,39972430543626376.000000,126866935465141968.000000,402658009418552832.000000,1277980523092751616.000000,4056132447887659008.000000,12873600291647924224.000000,40859016957255999488.000000,129680837441911193600.000000,411588942955440242688.000000,1.3063260640883782e+21
laythough,5.000000,18.000000,61.888889,204.333333,644.444444,2036.222222,6446.777778,20421.555556,64774.222222,205520.888889,652198.333333,2069888.333333,6569376.777778,20850085.666667,66175037.333333,210029991.444444,666605552.666667,2115712743.888889,6714977172.333333,21312402708.444443,67642600824.000000,214688205897.222229,681390505937.111084,2162638699581.111084,6863914463895.333008,21785109918660.332031,69142909156415.890625,219449977750435.000000,696503709830054.125000,2210605910218181.000000,7016155723719063.000000,22268302510196628.000000,70676495250763704.000000,224317366743411008.000000,711952125585361536.000000,2259637033388256768.000000,7171773689785292800.000000,22762212292286988288.000000,72244096209714036736.000000,229292714176422412288.000000,727743186402009939968.000000,2.3097556643123802e+21,7.330843254197151e+21
atlshough,5.000000,17.444444,57.555556,188.444444,593.000000,1868.222222,5912.444444,18723.111111,59376.777778,188390.555556,597821.000000,1897293.666667,6021584.888889,19111450.333333,60656841.777778,192515995.444444,611018524.555556,1939287237.111111,6155027104.222222,19535198995.444443,62002003370.888885,196785733904.666656,624570549464.222168,1982300059737.000000,6291544700936.777344,19968487891917.890625,63377203485983.890625,201150429805039.125000,638423489621380.375000,2026267368657245.000000,6431090829291904.000000,20411387901932716.000000,64782906530560184.000000,205611935783732096.000000,652583689137152512.000000,2071209872639992832.000000,6573732086674788352.000000,20864111415371460608.000000,66219788000705101824.000000,210172397738811162624.000000,667057961146157629440.000000,2.117149199018251e+21,6.719537119685917e+21
altohkugh,5.000000,18.222222,59.111111,195.444444,615.222222,1939.333333,6140.111111,19441.444444,61655.444444,195618.444444,620748.222222,1970055.333333,6252499.777778,19844314.111111,62982827.111111,199898291.444444,634448848.222222,2013651753.333333,6391049599.444445,20284301444.777779,64379550157.777779,204331736453.444458,648520511801.222168,2058313908870.333252,6532802085971.111328,20734205278866.445313,65807483980370.445313,208863802106698.437500,662904660584045.250000,2103967200623295.000000,6677699290010720.000000,21194088859704776.000000,67267090518059864.000000,213496390277471296.000000,677607851186618112.000000,2150633082803150848.000000,6825810310119498752.000000,21664172639345004544.000000,68759071058793054208.000000,218231729019820408832.000000,692637157797815386112.000000,2.198334011818531e+21,6.977206424909755e+21
althouegh,5.000000,17.111111,55.555556,184.333333,574.555556,1814.333333,5742.888889,18178.555556,57660.777778,182937.555556,580511.000000,1842372.666667,5847250.000000,18558148.666667,58900752.000000,186942367.555556,593328650.555556,1883142012.555556,5976829922.444445,18969626006.000000,60206953243.777779,191088494443.666656,606488303821.111084,1924909526560.222168,6109395130229.666992,19390370486467.554688,61542339241141.218750,195326825872039.000000,619940180642740.500000,1967603916485358.250000,6244901190592818.000000,19820447882626232.000000,62907345093001032.000000,199659164620615520.000000,633690421334338944.000000,2011245268174685952.000000,6383412771551049728.000000,20260064377420529664.000000,64302626708799070208.000000,204087594423408852992.000000,647745641654081421312.000000,2.0558545827699412e+21,6.524996532131478e+21
alxthguh,4.500000,17.125000,54.000000,175.000000,547.375000,1718.250000,5429.875000,17180.125000,54463.125000,172773.875000,548223.125000,1739834.750000,5521775.500000,17525044.125000,55621707.125000,176535037.125000,560296994.000000,1778303907.375000,5644088061.875000,17913549083.000000,56855111483.375000,180450214031.000000,572723880151.750000,1817745940376.500000,5769272809170.500000,18310869538779.000000,58116153359430.375000,184452588368105.125000,585426863111135.500000,1858063446498099.000000,5897234972948840.000000,18717003658747200.000000,59405166585535752.000000,188543737095883296.000000,598411600225123456.000000,1899275196300603136.000000,6028035335420989440.000000,19132145818500702208.000000,60722770065649311744.000000,192725627298959654912.000000,611684338142363254784.000000,1.9414010205724276e+21,6.161736843101009e+21
andxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,178.500000,535.491573,1249.485955,3034.536517,9639.058989,29452.724719,92463.778090,293277.853933,928029.143258,2944203.272472,9342409.960674,29645703.162921,94089197.390449,298618327.359551,947762497.174157,3008059880.685393,9547142906.345505,30301285002.289326,96172042529.261230,305236640300.839905,968778608284.101074,3074768505696.384766,9758887519567.185547,30973351699785.593750,98305110567409.390625,312006749159102.750000,990266029918995.000000,3142966659411320.000000,9975339075150932.000000,31660338924939084.000000,100485512652859696.000000,318927042351307712.000000,1012230078324943872.000000,3212677494867430400.000000,10196591572453330944.000000,32362563581792198656.000000,102714276054270459904.000000,326000827427927097344.000000,1.0346812883882081e+21,3.28393451325631e+21,1.0422751438904769e+22,3.3080363545213117e+22,1.0499247331167809e+23
tod,2.000000,5.333333,18.000000,61.333333,190.666667,610.000000,1940.666667,6156.000000,19555.333333,62070.000000,197008.666667,625314.666667,1984665.333333,6299093.333333,19992509.333333,63453463.333333,201392592.000000,639192179.333333,2028707181.333333,6438834744.000000,20435966190.000000,64860914948.666664,205859524244.000000,653369500900.666626,2073703930880.666748,6581647881832.666992,20889235049520.000000,66299526923893.335938,210425477993870.656250,667861202682476.000000,2119698575950854.750000,6727628487526280.000000,21352557188870268.000000,67770046956250728.000000,215092704064777600.000000,682674329143715968.000000,2166713379229533440.000000,6876846934644192256.000000,21826155787777249280.000000,69273183044457136128.000000,219863448963294134272.000000,697816009970439290880.000000,2.2147709683766466e+21
ahsd,2.500000,7.500000,19.750000,60.500000,182.750000,564.000000,1775.500000,5603.250000,17747.750000,56286.500000,178569.750000,566679.250000,1798449.750000,5707864.500000,18115795.000000,57496736.500000,182486291.500000,579185689.750000,1838254171.000000,5834362306.750000,18517453513.500000,58771820657.500000,186533583401.250000,592031649377.250000,1879026116123.000000,5963767566730.750000,18928168852363.750000,60075375534829.250000,190670887082690.000000,605162878439823.000000,1920702814416022.000000,6096043615293964.000000,19347994640677252.000000,61407844208480376.000000,194899957353023808.000000,618585359343579264.000000,1963303902120212992.000000,6231253543037126656.000000,19777132147336716288.000000,62769866973280165888.000000,199222828188154986496.000000,632305550180348854272.000000,2.0068498797300186e+21
nagdj,3.000000,10.000000,26.800000,85.600000,264.800000,817.800000,2591.600000,8195.800000,25977.200000,82433.600000,261556.600000,830091.000000,2634527.200000,8361455.400000,26537997.000000,84227690.600000,267326644.400000,848457340.000000,2692885002.000000,8546841843.600000,27126486651.799999,86095694657.199997,273255759918.600006,867275777484.400024,2752612700083.600098,8736409893193.000000,27728149998172.601563,88005291854257.593750,279316557189709.406250,886511907154317.000000,2813665503544827.000000,8930183003717318.000000,28343158907662024.000000,89957244608662304.000000,285511783776394752.000000,906174694765356160.000000,2876072456877052928.000000,9128253994500256768.000000,28971808686137262080.000000,91952491577453494272.000000,291844420170682466304.000000,926273601983026823168.000000,2.9398635931734754e+21
qnmd,2.500000,6.500000,17.500000,53.750000,165.500000,518.250000,1641.500000,5199.000000,16491.750000,52334.250000,166079.000000,527097.250000,1672907.250000,5309530.250000,16851679.500000,53484815.000000,169753279.000000,538773215.000000,1709991080.250000,5427273703.500000,17225411710.750000,54671060789.500000,173518343300.500000,550723089312.250000,1747918493989.250000,5547650210950.000000,17607470240401.750000,55883661819892.250000,177366970713154.250000,562938098107669.500000,1786687233977152.250000,5670696800930615.000000,17998003006112750.000000,57123158507606720.000000,181300960821999200.000000,575424035605534848.000000,1826315863144552448.000000,5796472558647104512.000000,18397197769118679040.000000,58390147168239460352.000000,185322206627123363840.000000,588186910544856088576.000000,1.86682345323244e+21
abogt,3.000000,9.000000,27.600000,91.400000,281.400000,890.200000,2826.400000,8953.600000,28422.000000,90199.600000,286256.600000,908552.000000,2883581.800000,9152062.400000,29047382.800000,92192262.600000,292605408.200000,928688830.000000,2947529019.000000,9355047187.799999,29691618532.599998,94237067656.000000,299095346862.000000,949287034308.000000,3012905026447.200195,9562541540196.199219,30350176957267.199219,96327240775755.796875,305729265715627.187500,970342170734956.000000,3079731101648507.000000,9774638209610006.000000,31023342290388352.000000,98463773924692448.000000,312510324798138112.000000,991864309204064256.000000,3148039376005668864.000000,9991439172596838400.000000,31711438395782979584.000000,100647695267724951552.000000,319441787416743116800.000000,1.0138638075771824e+21,3.217862724308763e+21
afout,3.000000,7.800000,29.200000,103.800000,332.600000,1071.800000,3420.400000,10867.600000,34534.000000,109638.400000,348021.000000,1104662.800000,3506113.000000,11128048.800000,35319068.400000,112097981.000000,355783750.200000,1129208529.200000,3583951296.200000,11374963803.799999,36102554004.599998,114584486777.199997,363675227268.799988,1154254595983.199951,3663443565333.200195,11627260394832.599609,36903307461763.601563,117125965642690.203125,371741525915811.187500,1179855904111320.750000,3744698553729975.000000,11885152423615870.000000,37721820890426648.000000,119723813424670976.000000,379986733476596416.000000,1206025046212315648.000000,3827755771323380736.000000,12148764481231083520.000000,38558488899983736832.000000,122379281329149804544.000000,388414819301840584704.000000,1.2327746185035496e+21,3.9126551936360964e+21
abougt,3.500000,10.666667,36.166667,124.833333,392.500000,1254.000000,3992.333333,12665.666667,40226.666667,127685.833333,405263.000000,1286309.500000,4082575.333333,12957579.666667,41125664.166667,130527157.833333,414275224.000000,1314852116.500000,4173157870.833333,13245023147.166666,42037861722.666664,133422327237.333328,423463912146.000000,1344015565397.000000,4265718489862.833496,13538797242941.666016,42970259571407.164063,136381627886207.328125,432856319931100.000000,1373825760898718.500000,4360331903220428.000000,13839087056993190.000000,43923337677466832.000000,139406565244026256.000000,442457050414573248.000000,1404297144247656448.000000,4457043836219406848.000000,14146037282318895104.000000,44897555004192104448.000000,142498595551842598912.000000,452270724594060558336.000000,1.4354443812775626e+21,4.5559008348168976e+21
bont,2.500000,6.250000,18.500000,59.250000,182.500000,576.500000,1829.250000,5797.250000,18402.000000,58402.750000,185352.750000,588293.750000,1867151.000000,5926073.500000,18808549.000000,59695691.500000,189465838.750000,601338232.500000,1908563878.750000,6057516377.500000,19225714521.000000,61019744085.750000,193668181642.250000,614675874444.000000,1950895740808.250000,6191871764789.750000,19652139859925.750000,62373158836335.000000,197963731732840.000000,628309353137142.500000,1994166506078029.500000,6329207155848436.000000,20088023291710904.000000,63756592229003920.000000,202354556923116832.000000,642245221646641280.000000,2038397014625474304.000000,6469588638714915840.000000,20533574595074387968.000000,65170710101783789568.000000,206842770385901453312.000000,656490186988827574272.000000,2.0836085535334796e+21
